"Domain.name","Domain.type","Agency","Organization.name","City","State","Security.contact.email","Domain.Name","Registrar.WHOIS.Server","Registrar.URL","Updated.Date","Creation.Date","Registry.Expiry.Date","Registrar","Registrar.IANA.ID","Registrar.Abuse.Contact.Email","Registrar.Abuse.Contact.Phone","Domain.Status","Registry.Registrant.ID","Registrant.Name","Registrant.Organization","Registrant.Street","Registrant.City","Registrant.State.Province","Registrant.Postal.Code","Registrant.Country","Registrant.Phone","Registrant.Email","Registry.Admin.ID","Admin.Name","Admin.Organization","Admin.Street","Admin.City","Admin.State.Province","Admin.Postal.Code","Admin.Country","Admin.Phone","Admin.Email","Registry.Tech.ID","Tech.Name","Tech.Organization","Tech.Street","Tech.City","Tech.State.Province","Tech.Postal.Code","Tech.Country","Tech.Phone","Tech.Fax","Tech.Email","Registry.Security.ID","Security.Name","Security.Organization","Security.Street","Security.City","Security.State.Province","Security.Postal.Code","Security.Country","Security.Phone","Security.Email","Name.Server","DNSSEC","Registrant.Fax","Admin.Fax","president","simple_date"
"bondpro.gov","Federal - Executive","Department of the Treasury","Bureau of the Fiscal Service","Washington","DC","domainsecurity@treasury.gov","bondpro.gov","whois.nic.gov","https://get.gov","2024-01-08T02:50:46Z",2000-03-28 19:44:09,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","domainsecurity@treasury.gov","ns2.bondpro.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-03-28
"agingstats.gov","Federal - Executive","Department of Health and Human Services","Administration for Community Living","Washington","DC","responsibledisclosure@hhs.gov","agingstats.gov","whois.nic.gov","https://get.gov","2024-03-04T13:10:10Z",2000-04-04 19:00:31,"2025-09-22T19:03:23Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","responsibledisclosure@hhs.gov","ns12.hhs.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-04-04
"firstgov.gov","Federal - Executive","General Services Administration","GSA,FAS,Technology Transformation Service","Washington","DC","gsa-vulnerability-reports@gsa.gov","firstgov.gov","whois.nic.gov","https://get.gov","2024-07-02T14:29:16Z",2000-04-06 18:55:40,"2025-09-30T12:47:13Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","gsa-vulnerability-reports@gsa.gov","dns5.gsa.gov","signedDelegation",NA,NA,"Bill Clinton",2000-04-06
"copyright.gov","Federal - Legislative","Library of Congress","Library of Congress","Washington","DC","security@loc.gov","copyright.gov","whois.nic.gov","https://get.gov","2024-01-08T02:56:28Z",2000-04-11 20:00:20,"2025-09-01T17:39:37Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","security@loc.gov","kevin.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-04-11
"gsaauctions.gov","Federal - Executive","General Services Administration","GSA, IQ-SASy-GSAAuctions","Washington","DC","gsa-vulnerability-reports@gsa.gov","gsaauctions.gov","whois.nic.gov","https://get.gov","2024-01-08T03:04:17Z",2000-04-27 19:47:03,"2025-09-30T13:20:49Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","gsa-vulnerability-reports@gsa.gov","ns-579.awsdns-08.net","unsigned","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-04-27
"clinicaltrial.gov","Federal - Executive","Department of Health and Human Services","National Library of Medicine, NIH","Bethesda","MD","responsibledisclosure@hhs.gov","clinicaltrial.gov","whois.nic.gov","https://get.gov","2024-06-17T16:22:34Z",2000-04-28 17:53:00,"2025-09-22T19:03:23Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","responsibledisclosure@hhs.gov","gslb03.nlm.nih.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-04-28
"moneyfactory.gov","Federal - Executive","Department of the Treasury","Bureau of Engraving and Printing","Washington","DC","domainsecurity@treasury.gov","moneyfactory.gov","whois.nic.gov","https://get.gov","2024-01-08T03:13:36Z",2000-05-18 19:41:15,"2025-10-07T14:03:30Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","domainsecurity@treasury.gov","ns2.moneyfactory.gov","signedDelegation",NA,NA,"Bill Clinton",2000-05-18
"uscg.gov","Federal - Executive","Department of Homeland Security","U. S. Coast Guard C5I Service Center","Alexandria","VA","c5isc-isd-sec-bps-managers@uscg.mil","uscg.gov","whois.nic.gov","https://get.gov","2024-08-29T15:54:10Z",2000-05-22 19:55:30,"2025-08-26T18:23:41Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","c5isc-isd-sec-bps-managers@uscg.mil","cgns5.uscg.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-05-22
"rl.gov","Federal - Executive","Department of Energy","Hanford Mission Integration Solutions","Richland","WA","jason_r_dandridge@rl.gov","rl.gov","whois.nic.gov","https://get.gov","2024-02-22T21:33:04Z",2000-05-22 20:17:59,"2025-08-31T17:56:07Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","jason_r_dandridge@rl.gov","ns6.hanford.gov","signedDelegation",NA,NA,"Bill Clinton",2000-05-22
"forms.gov","Federal - Executive","General Services Administration","GSA,FAS,Technology Transformation Service","Washington","DC","gsa-vulnerability-reports@gsa.gov","forms.gov","whois.nic.gov","https://get.gov","2024-08-07T13:29:07Z",2000-06-02 20:19:09,"2025-09-30T13:25:05Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","gsa-vulnerability-reports@gsa.gov","dns5.gsa.gov","signedDelegation",NA,NA,"Bill Clinton",2000-06-02
"fpds.gov","Federal - Executive","General Services Administration","GSA, IQ-FPDS-FPDS Portal","Arlington","VA","gsa-vulnerability-reports@gsa.gov","fpds.gov","whois.nic.gov","https://get.gov","2024-07-02T14:31:08Z",2000-06-09 13:34:02,"2025-09-30T13:46:55Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","gsa-vulnerability-reports@gsa.gov","dns5.gsa.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-06-09
"usap.gov","Federal - Executive","National Science Foundation","National Science Foundation, Office of Polar Programs","Alexandria","VA","NSF-USAP-InfoSec@nsf.gov","usap.gov","whois.nic.gov","https://get.gov","2024-01-31T20:47:38Z",2000-06-19 20:28:49,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","NSF-USAP-InfoSec@nsf.gov","ns3.usap.gov","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-06-19
"majoritywhip.gov","Federal - Legislative","The Legislative Branch","Office of the Majority Whip","Washington","DC","(blank)","majoritywhip.gov","whois.nic.gov","https://get.gov","2024-03-22T23:44:42Z",2000-06-22 16:33:13,"2025-09-30T04:00:00Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","pdns109.ultradns.org","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-06-22
"afrh.gov","Federal - Executive","Armed Forces Retirement Home","Armed Forces Retirement Home","Washington","DC","Stanley.Whitehead@afrh.gov","afrh.gov","whois.nic.gov","https://get.gov","2024-01-08T02:47:02Z",2000-06-26 18:01:40,"2025-09-01T19:27:08Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY",NA,"REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Stanley.Whitehead@afrh.gov","west.ns.cloudflare.com","signedDelegation","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","Bill Clinton",2000-06-26
"eta-find.gov","Federal - Executive","Department of the Treasury","Bureau of the Fiscal Service","Dallas","TX","domainsecurity@treasury.gov","eta-find.gov","whois.nic.gov","https://get.gov","2024-01-08T02:59:52Z",2000-07-05 16:11:19,"2025-10-07T14:03:29Z","Cybersecurity and Infrastructure Security Agency","8888888","","","serverTransferProhibited https://icann.org/epp#serverTransferProhibited","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","REDACTED FOR PRIVACY","domainsecurity@treasury.gov","pdns108.ultradns.org","signedDelegation",NA,NA,"Bill Clinton",2000-07-05
